Date,Text,Link,Compensation,Employment Type,Images,Address
2021-12-14 14:57,BIM / Drafter,https://newyork.craigslist.org/mnh/egr/d/new-york-bim-drafter/7420767334.html,TBD,full-time,,"
        ,
This full-time position will require not only a strong working knowledge of Revit but also independence in resolving issues and establishing standards. You will join a highly creative and dynamic team with direct involvement with all team members in a boutique studio environment. Must be eager to work on large scale commercial projects, master planning, shopping center development, lifestyle centers, open air centers and mall renovations as well as some hospitality and miscellaneous projects. Excellent benefits, passionate team and great office environment.,
,
Requirements:,
- Minimum 3 years Revit experience,
- Minimum BS in Architecture,
- Revit and AutoCAD proficient,
- Detail oriented, efficient and adaptable to changing deadlines and priorities,
- Must be highly motivated and proactive in fast-paced environment,
- Ability to quickly absorb and utilize company-specific techniques, standards and procedures,
- Proficiency in advanced BIM tools,
- Initiative to stay up to date on current and future software,
- Translate current AutoCAD standards to Revit,
- Revit Certified Professional certification a plus but not required,
- AR skills a plus but not required    "
2021-12-16 13:04,Hiring Structural Engineer _ Bilingual Russian,https://newyork.craigslist.org/brk/egr/d/brooklyn-hiring-structural-engineer/7421556876.html,Based on Experience,full-time,,"
        ,
We are looking to hire a Structural Engineer with experience in residential and commercial structural design and analysis, planning, developing structural drawings, perform site visits, assisting a senior staff member in the completion of day to day projects.,
To be considered for hire you will be expected to be able to apply principles of structural engineering to a variety of small or medium size projects. ,
You should be able to communicate with clients as needed and communicate your questions with senior members of the team, who will be available to you through conference calls and appointments.  ,
We expect the employees to have knowledge and understanding of the processes involved in getting a project approved. ,
,
Strong understanding of NYC Building code is required. ,
,
Training will be provided. ,
,
Please include a resume and portfolio. ,
Bilingual Russian preferred.,
    "
2021-12-16 19:30,Architectural Drafter,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-drafter/7421730452.html,Salary commiserate with experience.,full-time,,"
        ,
An established architecture/expediting firm is looking to hire an architectural drafter for a full-time position at our office located in Brooklyn.,
,
The right candidate must be responsible, energetic, and detail-oriented.,
Knowledgeable in NYC code and zoning and experienced With New Building/Alt1 Applications is a huge plus!,
,
If you are looking for an amazing growth opportunity and a great work environment ,
please email resume to Info@Highrisegroupny.com    "
2021-12-17 16:13,"Draftsman, Assistant Project Manager",https://newyork.craigslist.org/que/egr/d/draftsman-assistant-project-manager/7422073925.html,TBD,full-time,,"
        ,
A reputable Architectural Woodworking Company is looking for a full time draftsman/assistant project manager position. Only solid, professional and long term oriented please apply. This position requires excellent knowledge of AUTOCAD. Only experienced in the field apply. Please email your resume, references and salary expectations    "
2021-12-17 16:13,Project Manager,https://newyork.craigslist.org/que/egr/d/project-manager/7422074280.html,TBD,full-time,,"
        ,
Prime Architectural Woodworking Company in NYC looking for an ambitious, positive and long term oriented individual with a minimum 4 years experience as a Project Manager in an Architectural Woodworking Company.,
Requirements: Excellent knowledge of technology and materials, work under pressure and high managerial skills. Ability to independently work on large commercial and residential projects. High work ethic and self motivation. Very good people skills. Only candidates from the trade please apply.,
Please email your resume, references and salary expectations.    "
2021-12-17 16:14,ENGINEER,https://newyork.craigslist.org/que/egr/d/long-island-city-engineer/7422074526.html,TBD,full-time,,"
        ,
Prime Architectural Woodworking Company in NYC is looking for an independent, experienced, ambitious and long term oriented Engineer.,
Requirements: Minimum 5 years experience in similar position. Excellent knowledge of wood technology and materials. High work ethic and motivation.,
Leadership qualities very helpful.,
Excellent working conditions, atmosphere, pay and benefits.,
Please email your resume, references and salary requirements.,
Only candidates from woodworking industry please apply.,
    "
2021-12-17 16:36,Architectural Technician,https://newyork.craigslist.org/mnh/egr/d/architectural-technician/7422084535.html,Compensation based on experience.,full-time,,"
        ,
Architectural Technician,
Nelligan White Architects is a 20‐person firm located in New York’s Flatiron district. The majority of our design work is focused on municipal, cultural, education and multi‐residential housing projects, and we have been recognized for our expertise in resilience master planning and sustainability. We are seeking an Architectural Technician at the intermediate level for drafting on projects in production.,
,
Ideal applicants will demonstrate the following attributes:,
,
•	Excellent AutoCAD and drafting skills with experience in both DD and CD phases.,
•	4+ years of experience in detailing DD and CD sets.,
•	Highly motivated.,
•	Previous work experience with all phases of design development.,
•	The ability to work independently and as part of a team.,
•	Exemplary verbal and written communication.,
•	Be a conceptual thinker with strong technical skills ,
•	Experience providing detailed construction documents is desirable.,
,
Responsibilities & Duties,
•	Prepare original architectural plans,
•	Perform drafting assignments under general supervision.,
•	Independently evaluate, select and apply standard planning techniques, procedures, and criteria,
•	Using judgement for minor adaptations and modifications.,
•	Recommend procedures in planning matters.,
•	Work from plans/designs of others to compile data and perform layout computations.,
•	Support more senior planners and architects on large projects.,
,
Qualifications,
•	Minimum of 4 years’ experience having performed the responsibilities outlined above with a degree in Architecture.,
•	Excellent drafting, AutoCAD, Rhino, and Adobe Suite skills required.,
•	Strong analytical and conceptual skills and ability to grasp complex functional program requirements.,
•	Effective verbal and written communication skills.,
•	The ability to work well in a team environment with a collaborative and professional work ethic.,
,
Apply with the following items attached as one PDF in a zip file. Please enter “Architectural Technician” in the subject line.,
•	Cover letter.,
•	Resume in PDF format,
•	Portfolio and work samples include renderings and construction document samples.,
•	Salary requirements,
•	Two references that you have worked directly with in the last five years.,
,
Located in the heart of the Flatiron District, Nelligan White Architects is a 20-person firm with diverse clients and committed coworkers. Our talented staff is dedicated to producing high-caliber work in both the public and private sectors.,
,
Nelligan White Architects offers a competitive salary and benefits package, which includes: medical, dental and vision insurance, flexible spending account, disability insurance, paid time off, holiday pay and 401(k) participation. This is a full‐time, exempt position.,
,
Nelligan White Architects, PLLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. Nelligan White Architects expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status.,
,
,
,
,
,
,
,
    "
2021-12-17 17:05,Building Automation System (BAS) Application Engineer,https://newyork.craigslist.org/mnh/egr/d/building-automation-system-bas/7422097117.html,Based on experience,full-time,,"
        ,
Job Duties: ,
,
Project Planning & Execution:,
•	Design of electrical and control systems for Building’s mechanical equipments and applying knowledge of electronics, computer, telecommunications, system controls, product engineering and mechanical systems.,
•	Following established written standards and procedures for building automation system software development, communication and documentation. Understanding Control system programming, communication Protocol Integration and setup for Building Automation Systems (Function Block/Visual Logic, HTML5, BACnet / Modbus/ TCPIP Networking). Control Strategies programming using BMS programming (ladder Diagram, functional block Diagram, Sequential Flow Chart, Continuous Function control etc.  ,
•	BMS Hardware/Computer Software Installation, Configuration and setup. Providing training, as requested, either on customer site or at our training center.,
,
Required Knowledge/Skills, Education, and Experience,
,
•	Bachelor’s Degree in electrical, Electronics, Instrumentation or Mechatronics. (MUST),
•	2-3 years of professional level employment experience,
    "
2021-12-17 17:05,Controls/ Instrumentation Engineer,https://newyork.craigslist.org/mnh/egr/d/new-york-controls-instrumentation/7422097372.html,Based on experience,full-time,,"
        ,
Growing Controls Company seeks Controls/ Instrumentation Engineer.  Must have a strong background in Building Automation or Instrumentation.  ,
,
,
,
Minimum 3 years experience in the following areas:,
,
Selecting controllers based on mechanical drawings.,
,
Designing and drafting Autocad drawings for controls installation.,
,
Programming controls systems.  Must have a strong knowledge of HVAC systems.  ,
,
Will be expected to go into the field to perform startup and commissioning of field devices.   ,
,
,
,
Alternatively, we will consider a candidate with hands on design and commissioning experience with industrial PLC or SCADA systems.    "
2021-12-17 17:03,Architectural Job Captain - Project Manager,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-job-captain/7422096165.html,salary commensurate with experience,full-time,,"
        ,
SBLM New York office is looking to fill various positions ranging from Job Captain through Project Manager. Must work well in a team setting, but also be self-motivated with initiative to carry out individual tasks.  Proficiency in AutoCAD and experience with online work sharing platforms is required, Revit skills a plus.  Positive approach and solid communication skills are a must. Ideal candidate will be well-organized, detail-oriented, and accustomed to working in a fast-paced environment, leading the production of multiple projects with tight deadlines. ,
,
Responsibilities include, but not limited to: ,
Coordinate and develop construction documents,
Take on technically challenging issues ,
Perform code and zoning analyses,
Review and redline drawings,
Oversee drafters, as required by the project,
Produce deliverables without requiring constant supervision,
Coordinate with clients and consultants,
Organize and lead site visits and surveys,
Conduct material research and meet with vendor as necessary, to understand,
materials and products,
Take initiative to complete work,
,
Requirements:,
Bachelor’s Degree in Architecture,
Experience in an Architect’s office and working on a variety of projects,
Proficient in AutoCAD, and other applicable industry software,
General understanding of codes and zoning,
General knowledge of building details and construction process,
Knowledge of Revit and SketchUp are desirable ,
Positive attitude and driven to succeed,
,
Compensation and Benefits:,
•	Competitive salary ,
•	Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Flexible Spending Plan, and more.,
•	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning,
,
Interested candidates should forward resume ,
Please include  in the subject. No phone calls, please.,
    "
2021-12-18 11:19,Seasoned Land Surveyor,https://newyork.craigslist.org/fct/egr/d/riverside-seasoned-land-surveyor/7422335210.html,LS III family - 80k to 110k,full-time,"https://images.craigslist.org/00g0g_cRvlv4glwPez_0jm0cU_600x450.jpg,https://images.craigslist.org/00j0j_4cBbx95F85mz_0g80aH_600x450.jpg,https://images.craigslist.org/00s0s_ihJpa3agLqhz_0gw08W_600x450.jpg,https://images.craigslist.org/01414_jSGJ2T8CvVBz_0ne08q_600x450.jpg,https://images.craigslist.org/00v0v_5mNkvSzY7Hz_02M03E_600x450.jpg,https://images.craigslist.org/00707_eOhNsmDDTptz_03s03W_600x450.jpg,https://images.craigslist.org/00303_l6cn9vjTJwBz_0a908g_600x450.jpg","
        ,
Knowledgeable Land Surveyor who can work in a high traffic environment, multi discipline firm and coordinate land survey projects from start to finish.  LiDAR and remote sensing is used at our firm.  Experienced in field reconnaissance of data, boundary information, checking of field data, post processing, electronic records, and CAD deliverables.,
,
A dedicated individual who loves surveying. One who is committed to the advanced technology being used today.  Managerial position - the ability to manage multiple field crews and projects is critical.  ,
,
Exciting, well compensated position with a respected, growing Engineering / Surveying firm.  Opportunity to work with the best and the brightest.  Your efforts will be recognized.,
    "
2021-12-15 13:58,Architectural CADD / Experianced Office Person,https://newyork.craigslist.org/wch/egr/d/bronx-architectural-cadd-experianced/7421169772.html,"$50K MIN - Salary (depending on experience & ability), Benefits and health insurance",full-time,,"
        ,
Architectural production person with Arch degree and a Min of 5 years work experience. MIN Skills required include: Autocad, Revit, 3dMax, rendering, Word, Excel, shop drawing reviews, working knowledge of NYC Building Code, Zoning and LPC Laws. Assist in design development of projects. Must be able to do field work ie measurements and inspections. Residential and small commercial projects. Full in office and possible remote time. Drivers license required. Salary (depending on experience & ability), Benefits and health insurance. Work closely with registered Architect, a plus if working to obtain RA license. WILL ONLY ACCEPT PDF FORMAT OF RESUME AND SAMPLES OF DRAWINGS BY EMAIL.    "
2021-12-17 16:45,Licensed Architect,https://newyork.craigslist.org/mnh/egr/d/licensed-architect/7422088373.html,Please forward your salary requirements,full-time,,"
        ,
,
Licensed Architect,
Nelligan White Architects is a 20‐person firm located in New York’s Flatiron district. The majority of our design work is focused on municipal, cultural, education and multi‐residential housing projects, and we have been recognized for our expertise in resilience master planning and sustainability.,
,
Ideal applicants will demonstrate the following attributes:,
,
•	Licensed in New York State,
•	Highly motivated,
•	The ability to work independently and leading a team,
•	Exemplary verbal and written communication,
•	Senior level work experience with all phases of design and construction administration,
•	Experience with new construction and rehabilitation of buildings,
•	Be a conceptual thinker with strong technical skills (design and drawing),
•	Experience providing detailed construction documents ,
•	Experience writing specifications,
•	The ability to work efficiently in a fast-paced environment,
,
Responsibilities & Duties,
•	Prepare original architectural plans, diagrams and data visualization.,
•	Lead design assignments and supervise team progress.,
•	Independently evaluate, select and apply standard planning techniques, procedures, and criteria,
•	Using judgment for minor adaptations and modifications.,
•	Recommend procedures in planning matters.,
•	Work from plans/designs of others to compile data and perform design computations.,
•	Assist in writing specifications.,
•	Visits construction sites to gather information.,
•	Receives instruction on specific assignment objectives and independently provides solutions for these objectives.,
•	Support Principal/Partners on large projects.,
•	Manage a team of intermediate to junior designers,
,
Qualifications,
•	10 years’ experience with a professional degree in Architecture and license in New York State,
•	High proficiency with AutoCAD. Adobe Suite knowledge is a plus.,
•	Strong analytical and conceptual skills and ability to grasp complex functional program requirements.,
•	Effective verbal and written communication skills.,
•	The ability to work well leading a team environment with a collaborative and professional work ethic.,
•	Experience working with large public agencies is a plus,
,
Apply with the following items attached as one PDF. Please enter “Licensed Architect” in the subject line.,
•	Cover letter,
•	Resume in PDF format,
•	Portfolio and work samples include renderings and construction document samples,
•	Salary requirements,
•	Two references that you have worked directly with in the last five years,
,
Nelligan White Architects offers a competitive salary and benefits package, which includes: medical, dental and vision insurance, flexible spending account, disability insurance, paid time off, holiday pay and 401(k) participation. This is a full‐time, exempt position.,
,
Nelligan White Architects, PLLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. Nelligan White Architects expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability or veteran status.,
,
,
,
,
,
,
,
    "
2021-12-18 11:45,Exciting 3D CAD / Graphics Drafting,https://newyork.craigslist.org/fct/egr/d/riverside-exciting-3d-cad-graphics/7422348303.html,Technician I family - 55k to 80k,full-time,"https://images.craigslist.org/00g0g_cRvlv4glwPez_0jm0cU_600x450.jpg,https://images.craigslist.org/00k0k_fWxIFp6Gl0Pz_0lM0t2_600x450.jpg,https://images.craigslist.org/00s0s_gFj2KXYdB1rz_0kE0bC_600x450.jpg,https://images.craigslist.org/00s0s_ihJpa3agLqhz_0gw08W_600x450.jpg,https://images.craigslist.org/00j0j_4cBbx95F85mz_0g80aH_600x450.jpg,https://images.craigslist.org/00303_l6cn9vjTJwBz_0a908g_600x450.jpg","
        ,
Computer Wiz with skills in point cloud technology.  Remote sensing and LiDAR data handling, filtering, and processing.  Creation of 3D CAD models, 2D CAD plans, and other deliverables.,
,
Ability to work with complex software, generate full project development packages, participate in technical decisions regarding point registration, data collection, and production.  ,
,
Work with large data sets, libraries, and models on sophisticated computer workstations with high-end graphics capabilities.  Must be able to handle and/or manage several computer programs concurrently.,
,
Work with the best and the brightest on great projects with our highly skilled team of motivated engineers.,
,
We map & model a wide variety of projects (indoor and out) using LiDAR and remote sensing. Our collection systems are terrestrial, mobile, and aerial.,
,
If you like challenges, hard work, and learning - contact us. You won't be disappointed.,
,
COMPUTER AGILITY A MUST!!!    "
2021-12-21 12:55,P/T Woodshop Assistant/Support Person,https://newyork.craigslist.org/brk/egr/d/brooklyn-t-woodshop-assistant-support/7423553289.html,$16 - $22/hr,part-time,,"
        ,
If you're a fan of Paul Aker's 2 Seconds Lean, standard process, and continuous improvement mindset - please apply.,
,
When applying, please include a paragraph about yourself, one (1) improvement you contributed in your current position/past position, and why you think you are a good fit for this position.  We do not respond to applications without a cover letter.,
,
A small Brooklyn-based woodworking shop is looking to fill a shop helper/support position with an astute, prompt, observant, and hard-working person.,
,
We're looking for someone willing to do any task given, follows instructions, and is not hesitant to ask questions if something isn't clear.  ,
,
Our shop is small so it's all hands on deck position.,
,
This position will require performing tasks such as keeping the shop clean, sweeping, vacuuming, putting the tools back in their proper places.,
,
Attention to detail is a must for this position as is the ability to stick with repetitive tasks.,
,
Additional skills such as the basic knowledge of 3D software, CNC programming, graphic design, video/photo editing can help make this position more meaningful and versatile for the right person.  ,
,
Ability to lift 50-70 lbs items.,
,
This is a part-time position, Monday - Friday, 1PM - 6PM.,
We have a one-week trial policy for job candidates. This trial period allows us to figure out whether you are a good fit for our company and allows you to figure out whether we're the right fit for you.,
,
Job Type: Part-time,
,
Pay: $16-22/ per hour depending on skillset.,
,
We're located in Sunset Park. Please keep that in mind - in case the commute here is a challenge from your location. Thank you!    "
2021-12-21 19:29,Entry - Mid Level Architectural/Engineering AutoCAD Drafter,https://newyork.craigslist.org/mnh/egr/d/new-york-entry-mid-level-architectural/7423726455.html,Depends on experience,full-time,,"
        ,
NYC Based Expediting Company Seeking to fill a full-time Entry to Mid Level Draftsperson / CAD Operator Immediately.,
,
You will be working in a demanding, face-paced environment to help build New York City project by project. This is a technical drafting position; on occasion you will be asked to visit job sites, take field measurements among other tasks, conduct conference calls with clients. You will be exposed to many aspects of the never ending NYC Construction.,
,
Candidate Qualification:,
,
1. MUST have experience in architectural/ engineering drafting and are well-versed in AutoCAD.,
,
2. At least Associate Degree in Architecture, Civil Engineering or closely related field preferred.,
,
3. Knowledge in NYC Building Codes is a plus but not required,
,
4. Able to multi-task, prioritize between projects and daily responsibility,
,
5. Work well with others and under pressure in order to meet deadline,
,
5. Familiar with Microsoft Office/ Adobe PDF,
,
6. Strong communication skills and is fluent in English,
,
7. Able to follow directions and is a self-starter, a team player and is detail oriented,
,
We offer salary based on your experience. This is an entry level to Mid Level position. (Recent Graduates are welcome to apply),
,
Benefit package includes - PTO (holidays, vacations, sick/personal days) - Health Insurances (Medical, Dental and Vision) - Commuter Benefits,
,
Must be eligible to work in the United States. This is an office based position.,
,
We are willing to train the right candidate. We are looking to hire the right candidate immediately.    "
2021-12-20 17:01,Municipal Expediting Firm Seeking Project and Administrative Associate,https://newyork.craigslist.org/mnh/egr/d/new-york-municipal-expediting-firm/7423259895.html,Competitive along with full benefits.,full-time,,"
        ,
About Us: We are a municipal expediting firm with over 40 years of experience working with the various New York City municipal agencies. We are an in-house Municipal Expediting Department for an established mid-sized NYC architectural firm. We are a full-service firm providing expediting services to cover all permit requirements needed in development and constructions. We provide expert coordination between all networks to avoid costly delays in achieving Total Completion and Final Certificates of Occupancy. ,
,
We are looking to hire a bright, driven, and self-sufficient Project and Administrative Associate at Canas Solutions. This person should have a minimum of 5 years of experience in municipal compliance and expediting. The Associate will join and support a team of three Project Managers to help service a mid-size architectural firm in Midtown, Manhattan. It is crucial for the associate to have knowledge and skills with internal office systems. The office hours are 8:30AM-5PM and the associate will work in-person.,
,
We want this person to be organized, critical, detail-oriented, and personable. The culture of the company is fast-paced and warm; colleagues provide guidance and open communication daily. The ideal candidate has a willingness to learn new system as the DOB and office is always evolving. ,
,
The technical requirements include understanding and able to navigate the following portals:,
,
•	DOB Systems: DOBBIS (reviewing open applications to approve or close out applications),,
•	DOBNOW, DOBNOW Inspections, Dismissing open violations- DOB and AEU,
•	DOT: Understanding how to process applications and Permits,
•	FDNY: Filing applications, violation dismissals, follow-up with plan examiners, Re-submissions on the FDNY portal system,
•	Parks Dept: Obtaining Street Tree applications. Filing for permits.,
•	TOPO: Address verification process,
•	Able to gather information for TCO/FCO checklist,
•	Knowledgeable in interpreting drawings for processing applications,
,
Administrative responsibilities will include: ,
,
•	Day-to-day administrative support for the Municipal team ,
•	Handling the phone line ,
•	Scanning and filing project invoices ,
,
    "
2021-12-20 14:56,Technical Designers/Architects - AutoCad,https://newyork.craigslist.org/mnh/egr/d/new-york-technical-designers-architects/7423200588.html,Competitive Hourly Rates with 1.5X Overtime for all hours worked in excess of 40 hours in a given week.,full-time,,"
        ,
Are you available and interested in earning competitive hourly rate + 1.5x OT compensation over the next 6+ months?  Rigorous technical design CAD support is needed in support our reputable midsize design consultancy client. The mission is project work with a local NYC municipality supporting an emergency declaration to scope, redesign, renovate & retrofit a massive institutional campus made up of multi buildings in fast-track design/build fashion.  Needing a minimum of 4 years of experience with understanding of NYC building codes and compliances. Local city, municipal, institutional experience is a shoe-in.         ,
,
An opportunity to jump onto the team immediately with little to no interview process starting to earn a generous hourly rate on W2 basis with plenty of OT earning potential. The expectation over the next 6 months is to work a consistent 50-60 hour workweek with 1.5X OT over the 40 hour mark. These buildings are a part of NYC history where many of the buildings have been left in very poor condition needing much capital improvement in short time. This is not high-caliber design but  rather an urgent & critical post-Covid need to repurpose various spacial aspects within buildings, repairs and upgrades through an aggressive construction process. AutoCAD expertise is critical, technical coordination and ability to work efficiently both inperson amongst a project team and virtually in compliance with Covid office policies.    "
2021-12-20 09:43,Internship,https://newyork.craigslist.org/que/egr/d/long-island-city-internship/7423036920.html,"This is not a paid internship; however, we will provide a lunch and full reimbursement of the travel cost.",part-time,,"
        ,
Our company is offering internship for student or recent graduate who is interested in real world experience in the architectural building industry.,
We are a top fabricator in the Northeast for custom metal façade and roofing components. Our Design & Estimating Department are looking for individual who is interested in the business, design and development aspects of architecture. ,
The internship program provides a unique opportunity to gain experience in:,
-	Cost Estimation,
-	Specs & Contract Drawings,
-	Marketing Strategy and Public Relations,
-	Fabrication,
-	Installation and Field Relationship,
,
Initially, the internship will be focused on cost estimation with opportunities to expand into other subjects. We are looking for interns who are:,
-	Self-motivated and able to receive/use constructive criticism,
-	Communicative; willing to ask questions, share their ideas ,
-	Team Players willing to work with others,
-	Punctual, reliable and responsible,
-	Interested in architectural methods/materials in Roofing/Façade,
,
,
Candidates must have knowledge of Microsoft Office, AutoCad. Interns will be present 20 hrs/week for 3 Months. Schedule is flexible to your class and other stuff, you can pick your schedule. There will be an opportunity to extend the internship to 4 months and full time positions.,
,
This is not a paid internship; however, we will provide a lunch and full reimbursement of the travel cost.,
,
Please send a resume to Craigslist email listed.,
,
    "
2021-12-21 19:32,JUNIOR CAD TECH for PRODUCT DESIGN,https://newyork.craigslist.org/brk/egr/d/brooklyn-junior-cad-tech-for-product/7423727459.html,$25-$30,part-time,,"
        ,
We are a LIGHTING FIXTURE DESIGN STUDIO looking for a FREELANCE/ PART TIME junior CAD technician.,
,
-Work includes translating existing SW models into part drawings for production purposes (PDF/ DXF/ STEP formats),
-Industrial / Technical product design experience a must,
-Experience with SolidWorks a must, experience with Inventor a plus.,
-Knowledge of hardware a plus,
-Fabrication experience a plus,
-Remote work,
-Flexible schedule,
,
,
,
,
,
    "
2021-12-22 11:47,Plumbing Engineer,https://newyork.craigslist.org/mnh/egr/d/new-york-plumbing-engineer/7423922380.html,Commensurate with experience,full-time,,"
        ,
Small MEP consulting engineering firm located in Chelsea is looking to hire a Plumbing & Fire Protection Engineer. We have experience in all market sectors (commercial/residential).,
Experience in designing sprinkler systems, hydraulic calculations, water distribution, domestic water heating, sanitary and storm drainage is required.,
Benefits include health insurance, holidays and vacations. Please submit resume for review. We pay competitive salaries commensurate with experience.,
Candidates should have: ,
Bachelor's Degree in Mechanical Engineering.,
Experience working for M/E/P firms.,
Working knowledge of the design standards and codes for NYC building design;,
Working knowledge of design software (AutoCAD MEP, Trane Trace),
Working knowledge of standard computer software, such as Excel and Word.,
    "
2021-12-23 10:36,Internship / GC Architecture Firm,https://newyork.craigslist.org/mnh/egr/d/new-york-internship-gc-architecture-firm/7424279156.html,Commensurate with Experience / Stipend,employee's choice,,"
        ,
Interns wanted for a Manhattan based General Construction firm within an Architecture firm. Part time and full time available. Paid stipend upon completion. We are seeking interns to assist project managers with daily operations, this  includes small errands, sourcing and researching materials, bringing materials to job sites, expense tracking and miscellaneous errands and tasks.  Great opportunity to learn from the ground up how a construction project works from all aspects.  Schedule varies upon individual's schedule.  Stipend released at half way point and second half upon completion.,
Serious applicants with an interest or back ground in this field only please. ,
Send resume as PDF in body of the email, please do not send attachments.    "
2021-12-24 13:23,Building Automation System (BAS) Application Engineer,https://newyork.craigslist.org/mnh/egr/d/building-automation-system-bas/7424679195.html,Based on experience,full-time,,"
        ,
Job Duties: ,
,
Project Planning & Execution:,
•	Design of electrical and control systems for Building’s mechanical equipments and applying knowledge of electronics, computer, telecommunications, system controls, product engineering and mechanical systems.,
•	Following established written standards and procedures for building automation system software development, communication and documentation. Understanding Control system programming, communication Protocol Integration and setup for Building Automation Systems (Function Block/Visual Logic, HTML5, BACnet / Modbus/ TCPIP Networking). Control Strategies programming using BMS programming (ladder Diagram, functional block Diagram, Sequential Flow Chart, Continuous Function control etc.  ,
•	BMS Hardware/Computer Software Installation, Configuration and setup. Providing training, as requested, either on customer site or at our training center.,
,
Required Knowledge/Skills, Education, and Experience,
,
•	Bachelor’s Degree in electrical, Electronics, Instrumentation or Mechatronics. (MUST),
•	2-3 years of professional level employment experience,
    "
2021-12-24 17:40,ARIZONA LAND DEVELOPMENT CIVIL ENGINEERS CAD PMs E.I.T PE 100k +,https://newyork.craigslist.org/mnh/egr/d/phoenix-arizona-land-development-civil/7424750061.html,"Lucrative base salary and bonus. Full benefits package, medical, dental, vision 401k",full-time,,"
        ,
LAND DEVELOPMENT CIVIL ENGINEERS CAD PMs E.I.T PE 100k + FULL BENEFITS NEEDED IN ARIZONA,
,
We have multiple long-term career opportunities in sunny, warm Arizona for Land Development Civil Engineers and PMs. Many of these positions pay 100k plus in addition to full benefits. Ideal candidate can have Residential and/or Commercial and/or Municipal experience. Relocation assistance available.,
,
We need CAD Designers and EIT's for land development too.,
,
We also need an RLS and Party Chiefs,
,
Locations are in the East, Central and West Valley of Phoenix and Tucson.,
,
These are full time career opportunities that have full PAID benefits.,
,
Please respond with a resume for consideration.    "
2021-12-26 06:03,Residential Interior Designer/Project Manager w-10 yrs experience,https://newyork.craigslist.org/mnh/egr/d/new-york-residential-interior-designer/7425007706.html,"High commission based and paid as a steady WEEKLY income. Current DPM's are earning $45,504 - $90,000 per year",full-time,,"
        ,
Job Description,
,
As a turn-key, reputable midtown Manhattan-based residential interior remodeling firm, we make it easier for homeowners to have renovations done as we handle everything from design and product selection assistance to orders, deliveries, permits and installations. We back it up with an on-time guarantee and 7 year labor and products warranty.,
,
Our projects range from full apartment and house interior renovations to combining apartments, kitchens, basements, bathrooms. Project Prices range from 40k to 600k+.,
,
This role requires proficiency in both residential interior design (min 10 yrs) and project management (min 5 yrs) of Co-op apartment and house interior renovations. You'll be the team leader, taking projects from start to finish. Experience should include at least 10 projects in Manhattan or other major city and experience supervising trades in the field.,
,
Prefer NYC resident or within 45 minutes commute.,
,
Design competence in either SketchUp, AutoCAD, 20/20 or other design software.,
,
An essential component of the job will be excellent and frequent communication with the client, The ideal candidate will know how to maintain good rapport with clients and be experienced enough to run projects, trouble-shoot and resolve problems quickly.,
,
We have a well developed system to insure project success.,
,
Design sales work will include meeting our client at their home/apartment and subsequently, designing, writing work scopes, meeting and guiding clients through product selections at our and other product showrooms. Creating products lists. Trades walkthroughs. Ongoing support. After that, project management work will include scheduling, site visits twice a week or more, coordinating and supervising trades and product deliveries, client interactions, timely completions. As the head of the team, you'll be running the project.,
,
Hours will include some evening and weekend appointments based on client needs.,
,
Real opportunities for advancement as we are growing fast (particularly in the last 3 years) and have a great location.,
,
Compensation: High commission based and paid as a steady WEEKLY income. ,
This means your earning potential is unlimited and based on your design and project management skills, client rapport and organization.,
Current DPM's are earning $45,504 - $90,000 per year.,
,
+401K,
,
+Performance bonuses,
,
+Advancement Opportunities,
,
+Paid time off,
,
-No healthcare currently offered,
,
employment type: full-time,
,
COVID-19 considerations:,
We follow all proper safety precautions.    "
2021-12-24 13:22,Controls/ Instrumentation Engineer,https://newyork.craigslist.org/mnh/egr/d/new-york-controls-instrumentation/7424678928.html,Based on experience,full-time,,"
        ,
Growing Controls Company seeks Controls/ Instrumentation Engineer.  Must have a strong background in Building Automation or Instrumentation.  ,
,
,
,
Minimum 3 years experience in the following areas:,
,
Selecting controllers based on mechanical drawings.,
,
Designing and drafting Autocad drawings for controls installation.,
,
Programming controls systems.  Must have a strong knowledge of HVAC systems.  ,
,
Will be expected to go into the field to perform startup and commissioning of field devices.   ,
,
,
,
Alternatively, we will consider a candidate with hands on design and commissioning experience with industrial PLC or SCADA systems.    "
